"ESTUDIO";"ENTREV";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"TIPO_TEL";"SEXO";"EDAD";"P0";"ADQUINAC";"PAISNAC";"PAISNAC2";"CCAARESI";"P2_1";"P2_2";"P2_3";"P2_4";"P2_5";"P2_6";"P2_7";"P2_8";"P2_9";"P2_10";"P2_11";"P2_12";"P2A1";"P3_1";"P3_2";"P3_3";"P3_4";"P3_5";"P3_6";"P4";"DESIGUALDAD";"P6_1";"P6_2";"P6_3";"P6_4";"P7";"P8_1";"P8_2";"P8_3";"P8_4";"P8_5";"P8_6";"P9";"IDENTIDAD";"INFLUPOL1";"INCOMOAMBI_1";"INCOMOAMBI_2";"INCOMOAMBI_3";"VALORAPART_1";"VALORAPART_2";"VALORAPART_3";"VALORAPART_4";"VALORAPART_5";"VALORAPART_6";"VALORAPART_7";"VALORAPART_8";"VALORAPART_9";"VALORAPART_10";"VALORAPART_11";"VALORAPART_12";"LIDERESPOL_1";"LIDERESPOL_2";"LIDERESPOL_3";"LIDERESPOL_4";"LIDERESPOL_5";"LIDERESPOL_6";"LIDERESPOL_7";"LIDERESPOL_8";"LIDERESPOL_9";"LIDERESPOL_10";"LIDERESPOL_11";"LIDERESPOL_12";"LIDERSENTIM_1";"LIDERSENTIM_2";"LIDERSENTIM_3";"LIDERSENTIM_4";"LIDERSENTIM_5";"LIDERSENTIM_6";"SIMPAPART_1";"SIMPAPART_2";"SIMPAPART_3";"SIMPAPART_4";"SIMPAPART_5";"SIMPAPART_6";"SIMPAPART_7";"SIMPAPART_8";"SIMPAPART_9";"SIMPAPART_10";"SIMPAPART_11";"SIMPAPART_12";"ESCIDEOL";"INTENCIONG";"INTENCIONGR";"INTENCIONGALTER";"INTENCIONGALTERR";"SIMPATIA";"VOTOSIMG";"PARTICIPACIONG";"RECUVOTOG";"RECUVOTOGR";"RECUERDO";"CERCANIA";"ECIVIL";"PPERHOG";"ESCUELA";"NIVELESTENTREV";"ESTUDIOS";"RELIGION";"PRACTICARELIG6";"SITLAB";"RELALAB";"CNO11";"CNO11R";"INGRESHOG";"INGRESOSHOG2";"CLASESOCIAL";"CLASESUB";"SINCERIDAD";"PESO";"PESOCCAA";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS0";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_26";"IA_C2B_27";"IA_C2B_28";"IA_C2B_29";"IA_C2B_30";"IA_C2B_31";"IA_C2B_32";"IA_C2B_33";"IA_C2B_34";"IA_C2B_35";"IA_C2B_36";"IA_C2B_37";"IA_C2B_38";"IA_C2B_39";"IA_C2B_40";"IA_C2B_41";"IA_C2B_42";"IA_C2B_43";"IA_C2B_44";"IA_C2B_45";"IA_C3";"IA_C4"
3480;0;14351;381;4;7;40;6;1;2;1;44;1;1;1;0;4;1;2;1;4;2;2;4;4;1;1;1;4;11;2;2;2;5;4;2;2;1;2;4;5;4;3;4;4;1;1;2;1;2;3;7;3;3;3;6;2;5;2;4;"";"";"";"";"";"";"";7;9;7;1;1;"";"";"";"";"";"";"";1;6;5;6;6;6;7;5;5;1;4;2;5;3;3;2;5;5;7;2;2;3;3;0;2;1;2;2;2;9997;1;5;3;13;6;2;2;1;1;1;1;9;8;5;4;1;0,43699;0,79759;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;"";"";"";14;10;24;1;24;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14371;382;1;23;0;2;3;2;2;66;1;1;1;0;1;2;1;1;1;1;2;1;2;1;2;1;2;3;4;2;4;1;2;4;3;2;4;4;1;1;1;4;4;4;4;4;2;3;3;6;4;4;4;5;5;3;3;7;"";"";"";"";"";"";"";5;5;3;3;7;"";"";"";"";"";"";"";5;5;5;5;1;6;5;5;3;3;7;6;3;5;3;4;4;3;4;8;8;9997;9997;0;8;1;21;21;21;8;1;2;3;4;3;2;1;2;0;0;12;6;5;96;6;2;2,91984;2,62255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;1;"";"";"";14;10;24;1;23;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14426;383;12;36;0;3;3;1;1;51;1;1;1;0;12;1;1;1;2;4;1;2;2;2;2;1;4;6;4;4;4;2;2;2;3;2;4;2;4;2;1;2;4;4;4;4;2;3;3;10;3;4;4;5;5;1;1;1;"";"";"";"";2;"";"";5;4;1;1;1;"";"";"";"";97;"";"";5;3;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;9999;9999;0;0;9999;9999;2;0;0;9997;9998;1;4;3;7;5;2;1;1;1;6;6;11;11;3;2;1;0,44168;0,7084;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;"";"";"";14;10;24;1;20;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14442;384;9;8;187;5;3;2;1;63;1;1;1;0;9;2;2;2;2;2;4;2;4;2;2;2;2;2;2;4;5;4;2;5;3;3;5;2;2;1;1;5;5;1;2;4;1;3;1;10;4;4;3;3;5;1;2;2;3;1;"";"";"";"";"";3;6;1;3;3;2;1;"";"";"";"";"";6;4;6;4;4;6;4;6;1;3;2;2;1;3;4;5;5;2;5;1;1;9997;9997;0;1;1;1;1;1;21;5;2;3;11;6;3;1;1;1;2;2;9;8;3;2;1;0,37757;0,84614;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;12;0;"";"";"";14;10;24;1;28;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14500;385;19;52;1;4;1;2;1;58;1;1;1;0;19;1;1;1;4;1;1;4;1;1;1;1;1;12;4;1;4;4;1;4;3;3;5;1;1;2;1;1;5;2;5;4;1;2;3;10;4;4;4;1;2;1;1;1;"";"";"";"";"";"";"";1;1;1;2;1;"";"";"";"";"";"";"";6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9998;9998;0;0;9997;9997;1;1;1;1;9997;5;2;3;7;5;2;2;1;1;3;3;8;8;3;2;1;0,2953;0,67995;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;22;0;"";"";"";14;10;24;1;25;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14508;386;1;41;91;6;1;2;1;44;1;1;1;0;1;1;4;2;1;1;1;2;5;2;5;2;2;1;5;5;4;2;1;4;1;2;5;4;1;2;1;4;5;4;4;4;4;3;4;4;3;3;2;1;3;1;7;5;"";"";"";"";"";"";"";2;5;1;8;4;"";"";"";"";"";"";"";5;3;6;1;5;6;3;7;1;9;5;3;1;7;3;7;1;3;2;9;21;21;21;0;21;1;21;21;21;9;1;2;3;14;6;6;0;1;1;2;2;9;7;5;4;2;0,52985;0,63717;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;16;0;0;0;0;8;0;"";"";"";14;10;24;1;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14520;387;1;41;0;4;3;2;2;43;1;1;1;0;1;2;2;2;2;2;1;2;7;1;2;1;2;11;4;2;5;2;2;4;3;2;4;2;1;2;1;4;5;4;4;4;2;3;3;10;4;4;4;5;6;1;8;5;"";"";"";"";"";"";"";5;6;1;8;1;"";"";"";"";"";"";"";6;1;4;2;6;6;5;5;1;6;5;1;1;1;1;1;1;1;3;21;21;8996;8996;0;21;1;21;21;21;21;1;3;3;7;5;5;0;4;0;0;16;7;6;3;2;2;0,89116;1,1718;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;9;0;"";"";"";14;10;24;1;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14540;388;17;26;89;5;1;2;1;52;1;1;1;0;17;2;1;1;2;7;1;1;7;2;2;2;2;2;2;4;4;2;1;2;3;3;5;2;5;4;1;1;5;1;4;5;1;1;1;10;4;4;4;6;6;1;4;1;"";"";"";"";"";"";"";6;1;1;6;1;"";"";"";"";"";"";"";5;6;6;1;6;6;5;5;1;5;1;1;1;1;1;1;1;1;5;21;21;2;2;0;21;2;0;0;9997;1;4;5;3;11;6;5;0;1;1;5;5;9;8;3;2;2;0,33334;1,02061;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;19;0;"";"";"";14;10;24;1;17;2;1;1;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14582;389;1;4;0;1;3;2;1;64;1;1;1;0;1;1;1;1;2;2;1;1;2;1;2;2;2;12;2;2;4;2;2;4;3;2;4;2;2;2;2;4;4;2;2;4;2;4;3;10;3;2;3;4;7;5;7;7;"";"";"";"";"";"";"";3;7;5;7;6;"";"";"";"";"";"";"";5;5;1;1;5;5;4;7;5;7;7;4;2;2;4;4;4;4;3;8;8;1;1;0;8;1;1;1;1;1;1;2;3;7;5;5;0;1;1;4;4;9;7;3;2;1;0,62331;0,94224;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;17;0;0;0;0;11;0;"";"";"";14;10;24;1;22;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14595;390;1;41;91;6;1;2;1;55;1;1;1;0;1;2;1;1;2;1;4;1;2;1;1;2;1;2;2;4;1;4;4;1;3;1;2;1;4;4;3;1;1;1;2;2;1;2;3;10;3;3;2;6;3;3;1;1;"";"";"";"";"";"";"";7;2;3;1;1;"";"";"";"";"";"";"";5;6;5;6;6;6;5;3;3;1;1;1;1;1;3;2;4;5;6;2;2;9997;9997;0;2;1;2;2;2;2;2;1;3;11;6;2;3;1;1;3;3;7;0;3;2;2;0,36068;0,56852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";"";14;10;24;1;21;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14606;391;7;13;0;3;3;2;2;52;1;1;1;0;7;2;2;2;2;4;2;1;4;1;1;2;4;7;4;2;2;4;2;2;3;2;4;2;2;2;3;4;5;4;4;4;2;3;3;5;4;4;4;7;5;2;3;2;"";"";"";"";"";"";"";7;2;1;3;2;"";"";"";"";"";"";"";1;3;6;3;6;6;6;7;2;3;2;2;2;2;2;2;3;2;7;2;2;1;1;0;2;1;2;2;2;1;1;4;3;11;6;1;5;1;1;3;3;10;8;3;2;1;0,51834;0,97626;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;9;1;"";"";"";14;10;24;1;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14607;392;3;33;44;5;1;2;2;32;1;1;1;0;3;1;1;1;1;1;2;2;1;1;1;1;1;2;2;4;1;5;5;1;2;2;1;5;2;4;3;2;5;1;2;4;1;1;2;1;4;4;4;7;1;5;1;1;"";"";"";"";"";"";"";7;1;6;1;1;"";"";"";"";"";"";"";1;6;5;6;3;1;8;3;5;1;1;1;1;1;4;2;6;10;10;9998;9998;0;0;2;2;1;2;2;2;2;1;2;3;13;6;1;5;1;2;1;1;10;7;3;2;2;0,56732;0,6379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;"";"";"";14;10;24;1;28;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14614;393;5;35;0;3;3;2;1;70;1;1;1;0;5;1;1;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;1;2;4;2;1;1;2;4;2;4;2;2;3;7;4;4;4;5;1;1;1;1;"";"";"";"";"";5;"";5;1;1;2;1;"";"";"";"";"";5;"";5;6;5;6;6;6;99;99;99;99;99;99;99;1;99;99;99;99;5;9997;9997;0;0;9997;9997;2;0;0;9997;9997;1;2;3;9;6;1;5;2;0;0;12;9;7;3;2;2;0,38523;0,74638;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;12;0;0;0;0;15;0;"";"";"";14;10;24;1;28;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14626;394;4;7;40;6;1;2;2;42;1;1;1;0;4;5;1;1;2;4;2;2;4;2;4;2;2;3;4;4;1;2;1;4;3;3;4;4;1;2;3;4;4;4;1;5;4;3;3;10;4;4;4;1;9;1;8;8;"";"";"";"";"";"";"";1;5;1;9;9;"";"";"";"";"";"";"";5;5;6;1;5;5;1;10;1;9;8;1;1;1;1;1;1;1;1;1;1;21;21;0;1;2;0;0;9997;1;1;3;3;3;5;6;0;7;0;0;14;5;4;6;5;1;4,42277;0,97539;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;13;0;"";"";"";14;10;24;1;20;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
3480;0;14645;395;9;8;0;3;3;1;2;48;1;1;1;0;9;2;1;1;2;2;4;1;1;1;1;1;2;9;1;2;2;2;1;1;2;2;4;2;2;4;1;2;4;1;2;4;1;3;3;1;3;3;3;8;3;8;1;1;1;1;"";"";"";"";"";8;2;6;2;1;2;1;"";"";"";"";"";5;6;5;6;6;97;9;5;8;1;1;3;2;1;1;97;5;5;8;2;2;3;3;0;2;1;2;2;2;2;1;3;3;9;6;1;3;1;1;4;4;10;6;12;5;1;0,65807;1,1967;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;"";"";"";14;10;24;1;20;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14764;396;1;18;0;1;3;1;1;55;1;1;1;0;1;2;1;1;5;2;4;4;1;1;2;1;5;11;2;2;1;5;9;1;3;2;2;4;4;5;3;1;4;1;4;2;1;1;1;10;4;4;1;7;2;8;1;1;"";"";"";"";"";"";"";6;1;6;1;1;"";"";"";"";"";"";"";6;3;1;6;6;3;6;3;7;1;1;1;1;1;2;1;2;5;8;3;3;28;28;0;3;1;2;2;2;3;1;2;3;14;6;3;1;1;1;2;2;99;99;98;8;1;0,62331;0,94224;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;19;0;"";"";"";14;10;24;1;25;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14785;397;1;11;0;3;3;1;2;60;1;1;1;0;1;1;1;1;1;1;1;1;2;1;1;1;1;3;4;4;1;5;5;2;2;3;5;5;5;5;3;1;5;1;1;8;1;1;2;10;4;4;4;1;1;10;1;1;"";"";"";"";"";"";"";1;1;10;1;1;"";"";"";"";"";"";"";6;6;2;6;6;3;1;1;10;1;1;1;1;1;1;1;1;2;10;3;3;9993;9993;0;3;1;3;3;3;3;1;4;3;5;5;2;3;1;1;9;9;6;3;12;5;1;1,25581;1,10585;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;16;0;"";"";"";14;10;24;1;21;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
3480;0;14797;398;17;26;89;5;1;1;1;66;1;1;1;0;17;2;2;2;1;2;1;1;2;1;1;2;2;7;5;2;4;1;1;4;3;2;4;4;1;1;1;2;5;5;2;4;2;4;3;10;4;4;4;3;6;1;5;3;"";"";"";"";"";"";"";1;5;1;6;3;"";"";"";"";"";"";"";3;5;6;1;5;6;4;6;1;5;3;3;1;2;4;3;3;1;3;1;1;21;21;0;1;1;1;1;1;1;1;2;3;6;4;1;5;2;0;0;12;7;6;3;2;1;0,50217;0,49622;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;10;0;"";"";"";14;10;24;1;21;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14817;399;8;42;173;3;2;2;1;55;1;1;1;0;8;1;2;1;1;1;1;1;7;1;1;1;1;5;5;4;5;1;2;2;1;2;5;5;1;2;2;4;5;5;5;4;4;4;2;5;3;3;2;6;9;1;6;4;"";"";"";"";"";"";"";3;7;1;6;4;"";"";"";"";"";"";"";3;1;3;1;5;3;7;10;1;6;5;5;1;5;5;5;4;4;3;1;1;21;21;0;1;1;1;1;1;1;1;4;3;9;6;4;0;1;1;3;3;10;9;3;2;2;0,40389;0,73099;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;8;0;"";"";"";14;10;24;1;23;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14880;400;11;10;37;4;2;2;1;34;1;1;1;0;11;1;1;1;1;1;2;4;1;1;4;2;2;6;1;1;2;4;5;1;3;2;5;2;2;4;1;2;5;5;4;5;4;2;3;10;4;4;4;5;1;1;1;1;"";"";"";"";"";"";"";5;1;2;2;1;"";"";"";"";"";"";"";5;6;4;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;10;9997;9997;0;0;9999;9999;2;0;0;9997;2;1;2;3;13;6;2;3;1;1;3;3;8;6;3;2;2;0,4275;0,92959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;"";"";"";14;10;24;1;21;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14895;401;1;41;91;6;1;2;2;82;1;1;1;0;1;7;1;2;1;5;1;1;4;5;1;3;2;6;4;2;2;2;2;4;3;3;2;2;2;2;2;5;4;4;4;4;3;4;3;10;4;7;4;8;1;1;1;1;"";"";"";"";"";"";"";8;1;1;1;97;"";"";"";"";"";"";"";1;6;4;5;97;97;8;10;1;1;1;1;97;1;7;10;97;98;10;2;2;9997;9997;0;2;1;2;2;2;2;3;2;3;4;3;2;1;3;0;0;15;98;4;3;2;1;1,53525;2,44963;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;13;0;"";"";"";14;10;24;1;30;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14981;402;5;38;0;3;3;2;2;52;1;1;1;0;5;1;1;1;1;4;1;1;1;1;1;1;1;1;4;4;2;1;4;2;1;3;4;4;4;4;1;4;2;4;4;4;4;5;3;10;4;4;4;5;7;2;97;3;"";"";"";"";"";9;"";4;5;3;3;98;"";"";"";"";"";9;"";3;3;5;5;3;97;1;1;1;97;1;1;1;1;1;1;1;1;98;1;1;2;2;0;1;2;0;0;9997;503;3;1;3;9;6;2;2;2;0;0;12;3;0;12;5;1;0,63729;1,01017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;"";"";"";14;10;24;1;27;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;14999;403;8;49;275;4;2;1;2;33;1;1;1;0;8;2;2;1;2;4;2;4;2;1;1;2;2;9;2;1;1;4;2;4;3;3;5;4;2;4;1;1;4;2;4;4;2;1;3;10;4;4;4;4;2;1;3;1;"";"";"";"";"";"";"";6;4;1;4;1;"";"";"";"";"";"";"";6;6;6;6;6;6;6;5;2;3;1;1;1;1;1;1;3;3;6;2;2;9993;9993;0;2;1;2;2;2;2;1;3;3;10;6;2;2;1;3;2;2;10;7;2;1;1;0,71411;1,1202;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;11;0;"";"";"";14;10;24;1;18;3;1;0;0;1;6;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0
3480;0;15033;404;11;6;15;5;2;1;2;50;1;1;1;0;11;1;2;1;2;7;2;2;7;2;7;8;3;3;2;2;4;2;2;2;3;2;4;2;1;2;1;4;4;2;2;4;4;3;3;10;4;4;4;1;2;1;2;1;"";"";"";"";"";"";"";5;5;1;5;1;"";"";"";"";"";"";"";5;5;5;5;5;97;5;5;1;5;4;1;1;1;1;1;5;4;5;8996;8996;0;0;9997;8996;2;0;0;9997;9997;1;5;3;13;6;4;0;1;1;2;2;7;6;4;3;1;0,46048;0,75748;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;7;0;"";"";"";14;10;24;1;26;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;15040;405;4;7;40;6;1;2;1;61;1;1;1;0;4;1;1;1;2;1;2;4;4;1;1;2;1;3;1;2;1;4;4;1;3;2;4;1;2;1;1;1;2;1;1;4;1;1;2;7;4;4;2;8;1;3;1;1;"";"";"";"";"";"";"";8;2;2;1;1;"";"";"";"";"";"";"";1;6;5;6;6;5;8;3;3;1;1;1;2;1;4;4;3;5;7;2;2;8996;8996;0;2;1;2;2;2;2;1;3;3;11;6;2;1;1;1;1;1;11;10;1;1;2;0,29747;1,0526;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;9;0;"";"";"";14;10;24;1;21;3;1;1;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;15077;406;14;30;30;6;1;1;1;67;1;1;1;0;14;2;2;2;1;1;4;2;1;2;2;1;2;4;5;4;2;1;2;4;3;3;4;4;2;2;1;4;4;4;4;4;2;5;2;10;4;3;3;1;8;1;7;10;"";"";"";"";"";"";"";1;8;1;7;9;"";"";"";"";"";"";"";6;1;6;5;2;6;2;7;1;7;9;8;1;8;6;9;2;2;3;8;8;1;1;0;8;1;21;21;21;8;1;2;3;6;4;4;0;2;0;0;12;6;6;12;5;2;0,46886;0,54835;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;"";"";"";14;10;24;1;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;15154;407;8;24;0;3;3;2;1;73;1;1;1;0;8;7;2;1;1;1;1;2;2;1;2;2;2;5;2;2;2;1;2;4;1;2;2;2;4;1;1;4;5;5;4;4;2;4;2;7;4;4;4;5;9;1;6;6;"";"";"";"";"";"";"";6;8;4;7;4;"";"";"";"";"";"";"";5;5;6;5;5;6;8;10;4;4;4;4;1;4;5;5;3;3;2;1;1;21;21;0;1;1;1;1;1;1;1;3;3;9;6;2;1;2;0;0;12;9;6;12;5;1;0,35051;0,6628;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;3;0;27;0;0;0;0;26;0;"";"";"";14;10;24;1;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
3480;0;15185;408;4;7;40;6;1;2;1;39;1;1;1;0;4;2;4;1;2;1;2;4;4;2;2;1;1;12;1;2;2;4;4;1;2;1;3;2;2;5;1;2;4;1;2;4;1;3;3;10;4;4;7;7;1;10;1;1;"";"";"";"";"";"";"";6;1;10;1;1;"";"";"";"";"";"";"";5;3;1;4;4;1;8;1;9;1;1;1;1;1;1;98;98;98;8;3;3;2;2;0;3;1;3;3;3;3;2;2;3;6;4;5;0;1;1;1;1;6;6;3;2;2;0,96222;0,79759;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;34;0;0;1;0;21;0;"";"";"";14;10;24;1;21;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
